Program,Year,Period,Week.Ending,Geo.Level,State,State.ANSI,Ag.District,Ag.District.Code,County,County.ANSI,Zip.Code,Region,watershed_code,Watershed,Commodity,Data.Item,Domain,Domain.Category,Value,CV....
SURVEY,2018,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,55.42,NA
SURVEY,2018,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,61.72,NA
SURVEY,2018,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,59.93,NA
SURVEY,2018,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,52.56,NA
SURVEY,2018,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,47.88,NA
SURVEY,2018,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,41.88,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,CONTRA COSTA,13,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,44.62,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,36.3,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,45.63,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,43.3,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,41.63,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.19,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,43.08,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,50.98,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,50.14,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,51.88,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,48.38,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,47.95,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,42.35,NA
SURVEY,2017,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,39.62,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,43.14,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,53.26,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,46.81,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,46.43,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,47.9,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,46.9,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,50.03,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,46.4,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,54.74,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,47.74,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,45.83,NA
SURVEY,2016,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,39.8,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,40.24,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,44.73,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,44.92,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,48.62,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,50.89,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,45.66,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,50.79,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,48.61,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,42.29,NA
SURVEY,2015,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,43.05,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,48.94,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,43.5,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,44.2,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,46.46,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,49.33,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,52.86,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,54.13,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,50.67,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,50.35,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,44.03,NA
SURVEY,2014,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,45.7,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,CENTRAL COAST,40,SAN BENITO,69,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,37.5,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,51.92,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,39.5,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SOLANO,95,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,39.33,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.71,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,YOLO,113,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,46.29,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,FRESNO,19,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,48.95,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,42.31,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KINGS,31,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,45.81,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MADERA,39,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,38.2,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,MERCED,47,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,56.77,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,43.05,NA
SURVEY,2013,YEAR,NA,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,STANISLAUS,99,NA,NA,0,NA,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,37.92,NA
